name,semrush_profile,twitter,linkedin,facebook,instagram,website,job_title,summary,rank_name,alltime_rank_posts,alltime_rank_comments
Veronica Hunt,https://www.semrush.com/user/147005057/,https://twitter.com/VeronicaHuntt/,https://www.linkedin.com/in/veronica-huntt/,https://www.facebook.com/100012395583294/,,https://studentshare.net,Content Marketing Expert and Content Manager at StudentShare,"Veronica Hunt is an experienced content marketer and a content manager at StudentShare. As a professional blogger, she sees her purpose in providing people with up-to-date info in the spheres of digital marketing, social media and psychology. You may find Veronica’s recent posts on JeffBullas, Business2Community, GetResponse, follow her on Twitter or connect on LinkedIn.",Helper,305,0
Alex Major,https://www.semrush.com/user/145850113/,https://twitter.com/redbraincom/,,https://www.facebook.com/redbraincom/,,https://www.redbrain.com,CEO at Redbrain,"I'm CEO of Redbrain.com, Google's largest premium CSS partner servicing 2 billion ad impressions per month, 1 million clicks to retailers every day, and generating over £1 billion in annual sales revenue to our clients",Expert,306,0
Lauchlin MacDonald,https://www.semrush.com/user/146235921/,https://twitter.com/Lauchlin/,https://www.linkedin.com/in/lauchlin-macdonald-46092440/,,,,Content & Digital Marketing at LinkNow Media,"Lauchlin MacDonald is a blogger and digital marketer at LinkNow Media. He has a decade of experience in copywriting and editing, and spends way too much time on the Internet. He can be reached at lmacdonald@linknowmedia.com and @Lauchlin on Twitter.",Helper,307,0
Emma Labrador,https://www.semrush.com/user/145675009/,https://twitter.com/emma_labrador/,,,,http://www.oncrawl.com,Communication & Marketing Manager at OnCrawl,"I write about Google updates, SEO related topics and have a real passion for social media strategies.",Expert,308,3116
Tim Cameron-Kitchen,https://www.semrush.com/user/151948801/,https://twitter.com/ExposureNinja/,https://www.linkedin.com/in/exposure-ninja/,https://www.facebook.com/ExposureNinja/,,https://exposureninja.com/,Founder of Exposure Ninja at Exposure Ninja,"Tim Cameron-Kitchen is the UK’s #1 Bestselling Digital Marketing Author and founder of Exposure Ninja. Tim’s 5 bestselling digital marketing books, online courses, seminars, and the Exposure Ninja podcast, teach tens of thousands of businesses each year. Tim is a regular speaker at the B2B Marketing Expo at London’s Excel and at private seminars and workshops.

When he’s not Ninja-ing, Tim’s trying to persuade his son Luca to come to the cricket with him, going to the gym with his wife, or fixing the destruction caused by three cat children, Ninja, Samurai and Shinobi.",Expert,309,452
Crawford and O‘Brien,https://www.semrush.com/user/145785281/,,,,,https://redcanoemedia.com/,Digital Marketer at Red Canoe Media,"Charles Crawford is a digital marketer at Red Canoe Media and has been studying internet marketing, web design, and tech start-ups for years, and he has been successful with multiple business ventures.",Expert,310,0
Jason S,https://www.semrush.com/user/148383953/,https://twitter.com/indivigital01/,,,,,Owner at Indivigital,"I'm a co-founder of Indivigital.com (Indivigital Ltd), a Google News and Bing News approved website, and my content is published and/or syndicated on general websites like Yahoo.com and industry websites like AdvancedWebRanking.com. 

Indivigital.com covers a broad range of news of interest to small business owners, web developers and webmasters. Topics I personally cover include acquisitions (technology sector), search engine updates, marketing and advertising, data protection, e-commerce industry news, web specifications and internet privacy.",Expert,311,735
Pankaj Narang,https://www.semrush.com/user/147707553/,,,,,,CoFounder at SociAlert,"social media marketing enthusiast, Pankaj is determined to shape his ideas into perfect products. CoFounder of Socialert - Twitter Analytics Tool, he believes in coming up with engaging tools to redefine the face of digital marketing. Know more about him at his blog http://blog.socialert.net",Expert,312,822
Sudeep Banerjee,https://www.semrush.com/user/146881601/,https://twitter.com/sudeep_banerjee/,https://www.linkedin.com/in/sudeep-banerjee/,https://www.facebook.com/sudeep.banerjee.b3net/,,https://www.b3net.com,CEO at B3NET Inc.,"For more than 29 years, Sudeep Banerjee, Founder & CEO of B3NET Inc., a Digital Marketing Company based out of Orange County, California, is deeply involved as an innovator, visionary, and a strategist. He exhibits a compelling blend of creativity with technology which energizes to winning solutions for clients and partners. Sudeep’s expertise in Digital World spans from Strategies, Planning, & Development, to Audience Segmentation & Opportunity scouting, to Customer & Competitor Behavioral Research, to Customer Sentiments & Social behaviors, and ultimately to final purchase Conversions. In addition to this, he has demonstrated an array of successful mobile application creation to deployment.

B3NET Inc. is a leading national Digital Marketing Agency. Sudeep has been helping a number of clients and business owners in developing and executing digital solutions. B3NET Inc. offers highly targeted B2C and B2B solutions. For more info, please visit www.B3NET.com",Helper,313,0
Eden Chen,https://www.semrush.com/user/146093121/,https://twitter.com/fishermenlabs/,https://www.linkedin.com/in/edechen/,,,,co-founder at Fishermen Labs,"Eden Chen is the co-founder of Fishermen Labs, a Los Angeles-based marketing agency focused on digital marketing and custom web, mobile app, virtual reality, and augmented reality development. A serial entrepreneur with an extensive background in technology and finance, Eden also co-founded design agency Knife & Fox and is a partner and board member of CTRL Collective, a tech hub and creative campus for entrepreneurs.",Helper,314,0
Gloria Kopp,https://www.semrush.com/user/146097889/,,,,,,Content Writer at Studydemic,"Gloria Kopp is a web content writer and an elearning consultant from Manville city. She graduated from University of Wyoming and started a career of creative writer. She is a regular contributor to such websites as HuffingtonPost, Engadget, etc.",Expert,315,0
Narendra Sharma,https://www.semrush.com/user/146604385/,https://twitter.com/logicseo/,https://www.linkedin.com/in/narendrabagra/,https://www.facebook.com/NarendraBagra/,,,Digital Marketing Expert,"Narendra Sharma is a Digital Marketing Expert and a Content Strategist who helps many businesses with their digital marketing approach. He is the CEO of LB Store, a Web and IT Company that has offices in Jaipur, India. We specialize in Digital & Influencer Marketing. Catch me at LB Store",Helper,316,4793
Emma Johnson,https://www.semrush.com/user/146445057/,,,,,,Blogger at Hosting Facts,"Emma Johnson is a blogging, SEO and SEM expert. She is a blogger for Hosting Facts.",Helper,317,0
Suganthan Mohanadasan,https://www.semrush.com/user/146916129/,https://twitter.com/Suganthanmn/,https://www.linkedin.com/in/suganthan-mohanadasan/,https://www.facebook.com/suganthanmohanadasan/,https://www.instagram.com/suganthanmn/,https://www.suganthan.com,Digital marketing consultant at Basic Gravity AS,"I'm a digital marketing consultant from Stavanger, Norway. I'm presently working as a freelance digital marketing consultant. I help medium to large companies around the world succeed in digital marketing. My specialities include SEO, paid search, social and native advertising.",Helper,318,885
Luc Durand,https://www.semrush.com/user/146233745/,https://twitter.com/rankingacademy/,https://www.linkedin.com/in/ranking-academy/,https://www.facebook.com/rankingacademy/,,http://rankingacademy.co.uk,Founder at Ranking Academy,"I am passionate about online marketing and more specifically Search Engine Optimisation. In early 2016 I launched my own venture, Ranking Academy, which aims to teach small business owners how to become more visible in local search results.",Helper,319,0
Manish Dudharejia,https://www.semrush.com/user/148814657/,https://twitter.com/Manish_Analyst/,https://www.linkedin.com/in/manishdudharejia/,https://www.facebook.com/manishdudharejia/,,https://www.e2msolutions.com/,Founder and President at E2M Solutions Inc.,"Manish Dudharejia is the President and Founder of E2M Solutions Inc, a San Diego Based Digital Agency that specializes in Website Design & Development and eCommerce SEO. With over 10 years of experience in the Technology and Digital Marketing industry, Manish is passionate about helping online businesses to take their branding to the next level.",Helper,320,0
Radomir Basta,https://www.semrush.com/user/145902001/,https://twitter.com/dibz_tool/,,,,,,"Radomir Basta is a CEO and lead SEO strategist at @theFourDots, lecturer at Digital Marketing Institute, and Co-founder of @Dibz_tool. Radomir is also a huge tattoo fan and a person loves to read about growth hacking",Helper,321,0
Dave Rohrer,https://www.semrush.com/user/145740273/,https://twitter.com/daver/,,,https://www.instagram.com/bizofdigital/,https://www.northsidemetrics.com/,Founder at NorthSide Metrics,"As an in-house and agency digital leader for more than 20 years, Dave Rohrer has solved problems and increased revenue for companies both large (Internet Retailer 100 & Fortune 500) and small (start-ups & small, local businesses). Dave is the co-host of The Business of Digital Podcast and runs Chicago-based digital agency NorthSide Metrics. Dave is an internationally recognized speaker and can be found sharing his digital marketing wisdom at conferences like PubCon Pro, Midwest Digital Marketing Conference, and the Craft Brewer’s Conference.",Expert,322,244
Carolyn Stebbings,https://www.semrush.com/user/146663473/,,,,,http://www.rapp.com/,SVP Data & Technology Solutions at RAPP,"Carolyn Stebbings is an experienced marketer with a proven track record across all channels and within many industry sectors. Carolyn prides herself on having a strong intuition for client objectives and being an authentic leader. Along with her team, she consults with clients to determine smart, future-fit, data-driven solutions that connect customer and brand. Carolyn currently serves as SVP of data and technology solutions for RAPP.",Helper,323,0
Emily Smith,https://www.semrush.com/user/146127057/,,,,,,SEO Executive at Eflorist,Emily has over 9 years experience in the digital marketing industry and has worked both in-house and agency side for SMBs and large corporations.,Expert,324,153
Daniel Law,https://www.semrush.com/user/146460513/,https://twitter.com/daniellawsydney/,,https://www.facebook.com/redsearchagency/,,https://www.redsearch.com.au,Managing Director at Red Search,"Daniel Law is the founder of Red Search, a specialist search agency based in Sydney, Australia. He is highly passionate about helping Australians grow their businesses online through the leverage of strategic search engine optimisation and content marketing practices. Follow him on Twitter and Linkedin.",Helper,325,0
Witold Wrodarczyk,https://www.semrush.com/user/145674529/,,,,,,,"Witold Wrodarczyk is a certified AdWords and Google Analytics specialist, and a chartered financial analyst. Founder and CEO of Adequate Interactive Boutique.",Helper,326,1743
Vadim Chernik,https://www.semrush.com/user/146081041/,,https://www.linkedin.com/in/vadim-chernik-4a712792/,https://www.facebook.com/chernik.vadim/,,,Deputy Head of PPC Department at Promodo,"I am a Google Analytics and Google AdWords-certified digital marketer at Promodo with experience in PPC, online advertising, and using scripts to solve everyday tasks. I like learning online, write articles based on my working cases, and network with colleagues using LinkedIn.",Expert,327,598
Itamar Gero,https://www.semrush.com/user/145764433/,https://twitter.com/ItamarGero/,https://www.linkedin.com/in/itamargero/,https://www.facebook.com/itamar.gero/,,https://seoreseller.com,CEO at SEOReseller,"Itamar Gero is the founder and CEO of SEOReseller.com, a white label SEO  digital marketing solutions provider that empowers agencies and their local business clientele all over the world. When he isn’t working, he’s traveling the world, meditating, or dreaming (in code).",Helper,328,3581
Angela Skane,https://www.semrush.com/user/184439281/,https://twitter.com/angelaskane/,https://www.linkedin.com/in/angelaskane/,,,,Creative Strategy Supervisor at Fractl,"Angela Skane is a creative strategy supervisor at Fractl. Throughout her career she has produced over 100 content marketing campaigns, many based on public and government data sources. Her content for clients has been featured on Men’s Health, Yahoo! Finance, Motley Fool, Consumer Affairs, and more.",Helper,329,0
Gianpaolo Lorusso,https://www.semrush.com/user/146778065/,https://twitter.com/Gianps/,https://www.linkedin.com/in/gplorusso/,https://www.facebook.com/gplorusso/,,http://www.gplorusso.it/eng,Founder at ADworld Experience,"Success is not easy money, but being proud of what you do.",Pro,330,1185
Pawan Kumar,https://www.semrush.com/user/146541713/,https://twitter.com/prepawan/,https://www.linkedin.com/in/pawanthemarketer/,https://www.facebook.com/prepawan/,,https://sarv.com/,Inbound Marketer and Content Creator at Sarv.com,"I am an Inbound Marketer and Content Creator at Sarv.com. I have been featured on Jeff Bullas, MarketingProfs, Entrepreneur, Write to Done, SEMrush, Shout Me Loud, and Addicted 2 Success! I’m an avid reader and movie buff who loves writing. Don't hesitate to connect with me on Social Media",Helper,331,0
Ethan Evans,https://www.semrush.com/user/146234769/,,https://www.linkedin.com/in/ethan-evans-54509122/,,,,,"Ethan Evans is CEO and Co-founder of 7th Level Marketing in Richmond, Virginia.",Helper,332,0
TJ,https://www.semrush.com/user/145690833/,https://twitter.com/diapmedia/,https://www.linkedin.com/in/tjloftus/,https://www.facebook.com/internetmarketingagency/,,https://liftedwebsites.com/,CEO at DIAP Media,Digital Marketing Consultant and CEO of DIAP Media  helping small businesses get an ROI on Google with Proven and refined SEO strategies and PPC Management.,Helper,333,595
Jesse Ness,https://www.semrush.com/user/145921873/,https://twitter.com/ecwid/,,,,,,"Jesse Ness is the Chief Marketing Officer at Ecwid a cloud-based e-commerce platform used by over 1 million merchants in 175 countries. Jesse has been in e-commerce and internet marketing since 2006. He has experience with PPC, SEO, conversion optimization and loves working with entrepreneurs to make their dreams a reality.",Helper,334,0
Christeen Paul,https://www.semrush.com/user/183275377/,https://twitter.com/_christeenpaul/,https://www.linkedin.com/in/christeen-paul-4a4a90109/,,https://www.instagram.com/_christeenpaul/,https://www.sendx.io/,SEO Specialist at SendX,Christeen Paul is a digital marketer obsessed with organic search results. Currently working to grow SendX,Helper,335,0
Jessica Shasserre,https://www.semrush.com/user/146199793/,,,,,,Director of Higher Education Marketing at MediaCross,"Jessica Shasserre is the director of higher education marketing at MediaCross, a recruitment marketing agency dedicated to helping others achieve their goals. Jessica helps create fresh marketing solutions for higher education clients with a personalized, brand-forward approach.",Helper,336,0
Jason Kulpa,https://www.semrush.com/user/146675937/,https://twitter.com/JasonKulpa/,https://www.linkedin.com/in/www.linkedin.com/in/jasonkulpa/,,,http://www.undergroundelephant.com/,CEO at Underground Elephant,"Jason Kulpa is the CEO of Underground Elephant, one of the nation’s premier customer acquisition solutions companies for leading brands. By leveraging proprietary next-generation marketing automation technology, Underground Elephant is able to provide the highest quality, direct response solutions at unprecedented scale.",Helper,337,0
Maneesh Sharma,https://www.semrush.com/user/146422481/,https://twitter.com/manishofficial_/,https://www.linkedin.com/in/maneesh-sharma-57660922/,https://www.facebook.com/sharma.maneesh/,,,CTO and Co-Founder at BlueCube Network,"Hey there! Its Maneesh here, the Co-Founder & CTO of BlueCube Network. So I am this Digital Marketing enthusiast who holds this zeal and enthusiasm for Customer Value Optimization Techniques & Creating business Funnels for Businesses. WordPress in general, form the area of my expertise and it’s interesting to find like-minded people from similar field.",Helper,338,4348
Victor Blasco,https://www.semrush.com/user/148562353/,https://twitter.com/yumyumvideos/,,https://www.facebook.com/yumyumvideos/,,,CEO at Yum Yum Videos,,Expert,339,6423
Andrew Akesson,https://www.semrush.com/user/149674833/,https://twitter.com/andrewakesson/,https://www.linkedin.com/in/andrew-akesson/,,,http://www.akesson.co.uk/,Andrew Akesson,Andrew Akesson is a digital marketing specialist that has been in the industry over a decade. You can find his personal website at akesson.co.uk or contact him directly at https://twitter.com/andrewakesson.,Helper,340,362
Lisa Smith,https://www.semrush.com/user/145868897/,,,,,,,,Helper,341,0
Harsh Naik,https://www.semrush.com/user/147451441/,https://twitter.com/harsh_naik7/,https://www.linkedin.com/in/harsh-naik7/,,,,Digital Marketing Executive at HarshNaikSEO,"Harsh H Naik, a Digital Marketing specialists at http://www.traderguide.In diving deeper in the nebula of the internet marketing for 5 years, keeping the strong urge to explore every possible dimension of the digital universe. In order learn and experience all the aspects of the online marketing industry he is ready to take any challenge and accordingly to act upon it.",Helper,342,3437
Nitesh Behani,https://www.semrush.com/user/148314449/,https://twitter.com/niteshbehani/,https://www.linkedin.com/in/niteshbehani/,,,https://magnetoitsolutions.com,Co-founder at Magneto IT Solutions,"I am a creative and passionate mobile application enthusiast with over 7 years of experience providing IT solution across various industries. I am the co-founder of Magneto IT Solutions, one of the leading Mobile App Development companies in the USA, UK, and India.",Helper,343,4921
John Stevens,https://www.semrush.com/user/146013441/,,,,,,,"John Stevens is very passionate about helping small businesses grow. He regularly contributes to Entrepreneur, Adweek and About.com. When he is not taking charge of affairs at Hosting Facts, he is probably having fun tending his beards.",Helper,344,0
Alexander Boston,https://www.semrush.com/user/146232529/,,,,,,Co-Founder at Paperlust,"Co-founder of online independent print and design marketplace Paperlust - I'm a full stack marketer, digital product manager, team leader, automation specialist; manager and growth hacker.",Helper,345,0
Igal Stolpner,https://www.semrush.com/user/148152337/,https://twitter.com/igalst/,https://www.linkedin.com/in/igalstolpner/,https://www.facebook.com/stolpner/,https://www.instagram.com/igalstolpner/,https://www.investing.com,VP Growth at Investing.com,"Igal Stolpner is the VP Growth at Investing.com, a global financial markets platform in 25 different languages. Igal was the company's first employee when it was founded in 2007 and managed the SEO team until 2014.
Today, Igal's department runs Investing.com's International SEO, Web Analytics, Product and Mobile Marketing, Email Marketing, Social Media, PR and growth teams.",Expert,346,194
Nichole Mena,https://www.semrush.com/user/146671889/,https://twitter.com/rizeninbound/,https://www.linkedin.com/in/nicholemena/,https://www.facebook.com/rizeninbound/,,,Creative Director at Rizen Inbound,"As the Creative Director and Co-Founder at Rizen Inbound, I am responsible for bringing a business' brand to life. From concept through execution, I ensure a website design meets and exceeds a client's expectations for both visual appeal and user experience. I also oversee the content creation process with the goal of cultivating the best way of communicating a business' product and service offerings to a targeted persona in order to convert ideal prospects into customers.",Helper,347,0
Khyati Sehgal,https://www.semrush.com/user/147049009/,https://twitter.com/Sehgal_K/,,,,https://outgrow.co/,Content Marketer at Outgrow,"Khyati Sehgal is a content marketer at Outgrow. She is a bibliophile, social media enthusiast, has a thing for good food and great thrillers, and can't go without penning something every day.",Helper,348,0
Aljaz Fajmut,https://www.semrush.com/user/146145505/,https://twitter.com/aljazfajmut/,https://www.linkedin.com/in/aljazfajmut/,,,,Founder at Exit Mist,"growth and analytics enthusiast, founder of Exit Mist and RankTrackr
follow him on Twitter: @aljazfajmut",Helper,349,0
Deb Dey,https://www.semrush.com/user/146519025/,https://twitter.com/debdulaldey/,https://www.linkedin.com/in/debdulaldey/,,,https://www.3leaps.org/,CEO at 3Leaps,"Deb Dulal Dey is a Digital Marketing Consultant with over 10 years of industry experience. He is the founder and the CEO of a small digital branding agency - 3Leaps. He started his career as an online marketer but later he learnt new skills that include - social media marketing, content marketing, web design, graphic design and more. He loves nature and believes half of the world should be left to mother nature.",Expert,350,245
Aiden Carroll,https://www.semrush.com/user/148975473/,https://twitter.com/Aiden__Carroll/,https://www.linkedin.com/in/aidencarroll/,,,https://thecoloringindepartment.com/,Co-Founder at The Coloring In Department,"Co-founder | Digital Marketing Trainer at The Coloring In Department

A nice guy, entrepreneur and digital marketing addict. Aiden has worked with numerous Fortune 500s and startups in shaping and delivering their digital and advertising strategies. He's more than a little bit obsessed with the technology sector, and even more so with the future of education and communicating ideas, having trained over 65,000 marketers to date, from over 75 countries. LOVES a webinar. Likely to be online somewhere in the world at all times, hosting one.

Would really like to be a talk show host. Seriously.",Pro,351,0
Muhammad Usman Siddiqui,https://www.semrush.com/user/146232977/,https://twitter.com/siddiquiusman/,,https://www.facebook.com/mmuuss93/,,http://www.muhammadusmansiddiqui.com/,CEO at MUS Tips,Muhammad Usman Siddiqui is a young entrepreneur from Pakistan and CEO of MUS Tips. His studies (Petroleum Engineering) has no relation to business but the passion keeps him in this field.,Helper,352,1453
Lenny Johnson,https://www.semrush.com/user/148642337/,https://twitter.com/TheLennyJohnson/,https://www.linkedin.com/in/lenny-johnson-606b19146/,,,http://b2bcontentlab.com,Freelance Content Writer at B2B Content Lab,"Lenny Johnson is a freelance writer and content strategist at B2B Content Lab. He engineers high impact content that builds authority, drive sales and increases customer loyalty for B2B SaaS and marketing brands.",Master,353,175
Kaspar Szymanski,https://www.semrush.com/user/146146721/,https://twitter.com/kas_tweets/,https://www.linkedin.com/in/kasparszymanski/,,,https://www.searchbrothers.com/,SEO Consultant at SearchBrothers.com,"Kaspar Szymanski a renowned SEO expert, former senior member of the famed Google Search Quality team and among the select few former Googlers with extensive policy driving, webspam hunting and webmaster outreach expertise. Nowadays Kaspar applies his skill set to recover websites from Google penalties and help clients to max out the potential of their websites in search engines.",Helper,354,0
Erica Byrum,https://www.semrush.com/user/148413057/,https://twitter.com/ericacampbell/,https://www.linkedin.com/in/ericacampbellbyrum/,,,,Assistant Vice President of Social Media at Apartments.com,"Erica Campbell Byrum, assistant vice president of social media for Apartments.com, is a real estate marketing expert with more than thirteen years of experience, co-author of Youtility for Real Estate, a recipient of the 2014 PR News Social Media MVP Award, a recipient of the 2015 Sarah Malone Award, as well as, President's Club winner for 2016 and 2017. Byrum is a well-regarded speaker at both national and state apartment associations. Byrum is responsible for developing and managing the corporate social media road map and has pioneered ForRent.com's strategic social media path through the launch of Social Concierge, a complete social media and reputation management solution. Byrum also serves on the board for Old Dominion University's Letterwinners Alumni Chapter and the PRNews Social Shake-Up.",Expert,355,388
Sean Cotton,https://www.semrush.com/user/146403825/,https://twitter.com/seancotton/,https://www.linkedin.com/in/seancotton/,,,http://www.coegiweb.com/,President at Coegi,"Sean Cotton is president of Coegi, an independent programmatic and social media buying company that provides transparent, collaborative media services to agencies and in-house brand marketing teams. As an expert in digital and programmatic best practices, Sean has been featured as a speaker or a contributor for numerous digital industry associations. Prior to starting Coegi, Sean built and managed a large digital and social staff for one of the fastest-growing media agencies in the U.S.",Helper,356,0
Aleksej Heinze,https://www.semrush.com/user/146289809/,https://twitter.com/AleksejHeinze/,https://www.linkedin.com/in/aleksejheinze/,https://www.facebook.com/aleksej.heinze/,,https://student.kedge.edu/faculty-directory/aleksej-heinze,"Associate Professor in Digital Marketing at KEDGE Business School, Marseille, France","Academic, Author, Public Speaker and Search Awards Judge. I am an active member of the international digital marketing community; and am working to professionalise industry practice, through my work as a judge for the UK Search Awards, as well as serving as an Advisory Board member within SEMTA for education and standards.
I have been involved with and have led a number of successful and award winning, EU funded projects focusing on the areas of Enterprise Cultural Heritage, Digital Business Culture and the Teaching of Digital and Social Media Marketing. 
Digital Marketing text book co-editor - Digital and Social Media Marketing: A Results-Driven Approach http://mastersindigitalmarketing.org/book/",Helper,357,0
Francesco Baldini,https://www.semrush.com/user/149204849/,https://twitter.com/betakrea/,https://www.linkedin.com/in/francescobaldini/,,,https://www.betakrea.net,SEO Consultant at Francesco Baldini SEO Consultant,"Francesco is a Freelance SEO Consultant based in the UK.
With over a decade of experience in digital marketing and business consulting. He assists SME's, brands and entrepreneurs to successfully turn targeted organic traffic from Google to leads and sales.

When he's not working or completing comprehensive SEO audits, you can usually find him reading or enthusiastically dancing.
He enjoys ‘the discussion’ where he can identify the areas where he can make it easier. Connect with him on LinkedIn (or say 'Hi' on Twitter).

I'm also currently collaborating with Javelin Group",Pro,358,121
Jennifer Riggins,https://www.semrush.com/user/145673521/,https://twitter.com/jkriggins/,,,,,,,Helper,359,0
Cami Bird,https://www.semrush.com/user/146290401/,https://twitter.com/cjbird/,,,,http://camibird.com/,Content Marketer at Freelance,"Cami Bird is an expert in social media engagement and content marketing who loves to explore the developing digital marketing field. When she's not working remotely, you can usually find her obsessing over corgis or going on a local hike.",Expert,360,0
Aaron Chichioco,https://www.semrush.com/user/167046401/,https://twitter.com/@Aaron_Chichioco/,https://www.linkedin.com/in/aaron-chichioco-a586726b/,https://www.facebook.com/aaron.andre.79/,,http://designdoxa.com/,Managing Editor at Design Doxa (designdoxa.com),"Aaron Chichioco is the managing editor of designdoxa.com. He loves to write about online marketing, eCommerce and web design. He has a vast experience in overseeing daily operations of several online businesses since 2011. You can follow Aaron on twitter at @Aaron_Chichioco",Helper,361,606
Dan Curran,https://www.semrush.com/user/146640161/,https://twitter.com/ManvsAgency/,https://www.linkedin.com/in/currandan/,,,,Founder and CEO at PowerPost,"Dan Curran is a seasoned marketing and advertising entrepreneur. He is the founder and CEO of PowerPost, a comprehensive content publishing accelerator for brand marketers. PowerPost’s platform centralizes content to allow for streamlined collaboration, measurement, and publishing.",Helper,362,0
Boris Dzhingarov,https://www.semrush.com/user/145671121/,https://twitter.com/borisdzhingarov/,,,,,,"Boris Dzhingarov graduated UNWE with major marketing. He is the CEO of ESBO ltd - brand mentioning company . Boris is the founder of BlogForWeb and CryptoExt. You can connect with him at , Twitter
, Linkedin.",Expert,363,0
Kuldeep Bisht,https://www.semrush.com/user/146407889/,https://twitter.com/ksbisht/,https://www.linkedin.com/in/kuldeepbisht/,https://www.facebook.com/kuldeepbishtofficial/,,https://kuldeepbisht.com,Owner at KuldeepBisht.com,"Kuldeep Bisht is a Digital Marketing Consultant from India. He is the owner of kuldeepbisht.com. He is a business innovator, problem solver and passionate about developing content and website design ideas for all type of businesses. Surely, you can connect with him and join his journey on Social Media networks.",Helper,364,1342
Garry Grant,https://www.semrush.com/user/145733457/,,https://www.linkedin.com/in/garrygrant/,,,https://www.seoinc.com,"CEO at Search Engine Optimization, Inc.","Garry Grant is the CEO of Search Engine Optimization, Inc., a San Diego internet marketing agency. For over 20 years he has been improving rankings and integrating custom SEO services for businesses of all sizes.",Helper,365,0
Dmitri Koteshov,https://www.semrush.com/user/147218673/,,https://www.linkedin.com/in/dmitri-koteshov-5282b835/,,,,Creative Writer at SumatoSoft,"I'm interested in writing tips for startups, providing insights on software development and analyzing current technology trends.",Helper,366,0
Mike Hall,https://www.semrush.com/user/146244289/,https://twitter.com/clapcreativeLA/,https://www.linkedin.com/in/clap-creative-los-angeles/,https://www.facebook.com/clapcreativeLA/,,http://clapcreative.com/,Digital Marketer at Clap Creative,"Mike Hall is the Sr. Marketing Manager of Clap Creative, an ""outsourced newsroom"" that designs and executes content marketing strategy for its clients. He spent a long, long time working in award-winning newsrooms, and has worked in public relations and marketing for almost 7 years. ClapCreative.com",Pro,367,4628
Nick Chasinov,https://www.semrush.com/user/146236625/,https://twitter.com/teknicks/,https://www.linkedin.com/in/nickchasinov/,,,,Founder & CEO at Teknicks,"Nick Chasinov is the founder and CEO of Teknicks, an agile internet marketing agency that specializes in adaptive and analytics-driven strategies powered by research, client collaboration, and goals. Connect with Teknicks on Twitter.",Helper,368,0
Kristina Azarenko,https://www.semrush.com/user/146317873/,https://twitter.com/azarchick/,https://www.linkedin.com/in/kristinaazarenko/,,https://www.instagram.com/kristinaazarenko/,https://marketingsyrup.com/,eCommerce & Technical SEO Consultant at MarketingSyrup,"Kristina is an eCommerce & Technical SEO Consultant, the founder of MarketingSyrup, industry blogger and international speaker. She is also an author of the SEO Challenge Course.

Kristina has helped many American and Canadian businesses grow their search visibility, traffic and most importantly revenue during the last 10 years of working in-house, at agencies and as a contractor. Being a technical SEO consultant, Kristina also helps make website migrations SEO-friendly.",Expert,369,156
Gareth Chadwick,https://www.semrush.com/user/145880929/,https://twitter.com/garethchadwick/,,,,,,"Gareth Chadwick is client services manager for Google Shopping specialists Dream Agility, where he works with retailers of all sizes to maximise their Google Shopping conversions and returns.",Helper,370,0
Lauren Alexander,https://www.semrush.com/user/146437281/,https://twitter.com/uelephant/,https://www.linkedin.com/in/laurenkayalexander/,,,http://www.undergroundelephant.com/,Executive VP of Marketing at Underground Elephant,"Lauren Alexander is the Executive Vice President of Marketing at Underground Elephant, a performance-based provider of online marketing technology and customer acquisition solutions based in San Diego. Servicing multiple industries, including auto insurance, post-secondary education, health insurance, and home services, Underground Elephant provides cloud-based SaaS marketing technology and platforms.",Helper,371,0
Govind Vyas,https://www.semrush.com/user/146513873/,https://twitter.com/vyascreation/,https://www.linkedin.com/in/govindvyas/,https://www.facebook.com/vyascreation/,,https://www.vyascreation.com,Director at Vyas Creation,"He has been in the industry for more than 7 years. He has started his career as Web Designer and Developer, then enhanced his skills for SEO Optimizer and Digital Marketer. He loves WordPress and became a full-stack WordPress Developer as well as Trainer & Speaker. He is successfully running two ventures Vyas Creation and Contentite which earns him enough to live a lavish life :-)",Expert,372,193
Judi Hand,https://www.semrush.com/user/146648337/,https://twitter.com/judi_hand/,https://www.linkedin.com/in/judi-hand-294b326/,,,http://www.teletech.com/,Chief Revenue Officer at TeleTech,"Judi Hand is chief revenue officer for TeleTech, the award-winning company that helps brands create incredible experiences, deepen customer engagement, and drive hyper growth. She previously served as president and general manager of Revana, TeleTech's Growth Services division. Judi’s background includes 20 years in sales, operations, and marketing at multiple global firms. She more than doubled the size of Revana, growing its revenue from $45 million to more than $150 million and increasing profitability by more than 4,600 percent.",Helper,373,0
Sanket Patel,https://www.semrush.com/user/146745777/,https://twitter.com/sanketpatel/,https://www.linkedin.com/in/sanket/,,,https://www.blurbpointmedia.com/,Founder and Director at Blurbpoint Media,"Sanket Patel is Founder and Director of Blurbpointmedia.com, a digital marketing company. His passion for helping people in all aspects of online marketing flows through in the expert industry coverage he provides. He is an expert in Web marketing, Search Engine Optimization, Social Media, Affiliate Marketing, B2B Marketing, Online Advertisement of Google, Yahoo and MSN. Connent on Twitter.",Helper,374,0
